FrameTime;FrameNr;ElapsedTime
0,0315853;1082;41,7715
0,0334828;1083;41,8031
0,0317792;1084;41,8366
0,0313758;1085;41,8683
0,0309154;1086;41,8997
0,0311852;1087;41,9306
0,031602;1088;41,9618
0,0327236;1089;41,9934
0,0338873;1090;42,0261
0,031873;1091;42,06
0,0318024;1092;42,0919
0,0315932;1093;42,1237
0,031048;1094;42,1553
0,0357089;1095;42,1863
0,035499;1096;42,2221
0,0311514;1097;42,2576
0,0328839;1098;42,2887
0,0348007;1099;42,3216
0,0349928;1100;42,3564
0,0352603;1101;42,3914
0,0365877;1102;42,4266
0,0344973;1103;42,4632
0,0315797;1104;42,4977
0,0341203;1105;42,5293
0,0385745;1106;42,5634
0,0334607;1107;42,602
0,0340078;1108;42,6355
0,0348639;1109;42,6695
0,0710277;1110;42,7043
0,0564392;1111;42,7754
0,0430655;1112;42,8318
0,035466;1113;42,8749
0,0332375;1114;42,9103
0,0320825;1115;42,9436
0,0318574;1116;42,9756
0,0321293;1117;43,0075
0,03137;1118;43,0396
0,0343476;1119;43,071
0,0324061;1120;43,1053
0,0350132;1121;43,1378
0,0376306;1122;43,1728
0,0363447;1123;43,2104
0,0449073;1124;43,2467
0,0411531;1125;43,2917
0,0319772;1126;43,3328
0,0305594;1127;43,3648
0,0315733;1128;43,3953
0,0309676;1129;43,4269
0,032017;1130;43,4579
0,031239;1131;43,4899
0,0337414;1132;43,5211
0,0312345;1133;43,5549
0,0314721;1134;43,5861
0,0321125;1135;43,6176
0,0333824;1136;43,6497
0,0362726;1137;43,6831
0,0399852;1138;43,7194
0,0342533;1139;43,7593
0,0320872;1140;43,7936
0,032148;1141;43,8257
0,0322031;1142;43,8578
0,0327026;1143;43,89
0,0366791;1144;43,9227
0,0325053;1145;43,9594
0,0310891;1146;43,9919
0,031545;1147;44,023
0,0311394;1148;44,0546
0,0316665;1149;44,0857
0,0323727;1150;44,1174
0,0324531;1151;44,1497
0,0317325;1152;44,1822
0,0311621;1153;44,2139
0,0315476;1154;44,2451
0,0318971;1155;44,2766
0,0361314;1156;44,3085
0,0361558;1157;44,3447
0,0305775;1158;44,3808
0,0304489;1159;44,4114
0,0310577;1160;44,4418
0,0325805;1161;44,4729
0,0308032;1162;44,5055
0,0317069;1163;44,5363
0,0326139;1164;44,568
0,0333801;1165;44,6006
0,0322514;1166;44,634
0,0317972;1167;44,6662
0,0317062;1168;44,698
0,0319179;1169;44,7297
0,03371;1170;44,7617
0,0323041;1171;44,7954
0,0316444;1172;44,8277
0,0308944;1173;44,8593
0,0315204;1174;44,8902
0,0307666;1175;44,9217
0,0327777;1176;44,9525
0,0331603;1177;44,9853
0,0362518;1178;45,0184
0,0408269;1179;45,0547
0,0415961;1180;45,0955
0,0371926;1181;45,1371
0,0412224;1182;45,1743
0,0391792;1183;45,2155
0,0349222;1184;45,2547
0,0368803;1185;45,2896
0,0312435;1186;45,3265
0,0381116;1187;45,3577
0,0397044;1188;45,3959
0,0322489;1189;45,4356
0,0346267;1190;45,4678
0,0322238;1191;45,5024
0,0333732;1192;45,5347
0,0339938;1193;45,568
0,037614;1194;45,602
0,0369952;1195;45,6396
0,0344463;1196;45,6766
0,0364515;1197;45,7111
0,0355303;1198;45,7475
0,0382403;1199;45,7831
0,035818;1200;45,8213
0,0325504;1201;45,8571
0,0354286;1202;45,8897
0,033574;1203;45,9251
0,0338258;1204;45,9587
0,0332083;1205;45,9925
0,0358486;1206;46,0257
0,0437573;1207;46,0616
0,0403775;1208;46,1053
0,0346902;1209;46,1457
0,033175;1210;46,1804
0,0343182;1211;46,2136
0,0343497;1212;46,2479
0,0340387;1213;46,2822
0,0368564;1214;46,3163
0,0337957;1215;46,3531
0,032263;1216;46,3869
0,0347135;1217;46,4192
0,0372469;1218;46,4539
0,0309366;1219;46,4911
0,0305906;1220;46,5221
0,0306848;1221;46,5527
0,0314993;1222;46,5834
0,0329974;1223;46,6148
0,0319859;1224;46,6478
0,0341244;1225;46,6798
0,0323894;1226;46,714
0,0320231;1227;46,7463
0,0313743;1228;46,7784
0,0313919;1229;46,8097
0,0311787;1230;46,8411
0,0321466;1231;46,8723
0,0331986;1232;46,9045
0,0313051;1233;46,9377
0,0320402;1234;46,969
0,0358941;1235;47,001
0,0361706;1236;47,0369
0,0385721;1237;47,0731
0,0393353;1238;47,1116
0,0346332;1239;47,151
0,0329339;1240;47,1856
0,0357381;1241;47,2185
0,0360965;1242;47,2543
0,0378493;1243;47,2904
0,035111;1244;47,3282
0,0320077;1245;47,3633
0,033968;1246;47,3953
0,0420208;1247;47,4293
0,0376215;1248;47,4713
0,0464655;1249;47,509
0,0356138;1250;47,5554
0,0346686;1251;47,591
0,0347654;1252;47,6257
0,0338535;1253;47,6605
0,0347546;1254;47,6943
0,0380727;1255;47,7291
0,0334346;1256;47,7672
0,0335008;1257;47,8006
0,0329648;1258;47,8341
0,0350116;1259;47,8671
0,0360846;1260;47,9021
0,0370366;1261;47,9382
0,0326621;1262;47,9752
0,0339142;1263;48,0079
0,0347182;1264;48,0418
0,0340557;1265;48,0765
0,0322414;1266;48,1105
0,0355929;1267;48,1428
0,0332084;1268;48,1784
0,0325167;1269;48,2116
0,0317183;1270;48,2441
0,0315415;1271;48,2758
0,0313526;1272;48,3074
0,0382183;1273;48,3387
0,0444793;1274;48,3769
0,037803;1275;48,4214
0,0395906;1276;48,4592
0,0351691;1277;48,4988
0,0517673;1278;48,534
0,0519429;1279;48,5857
0,0360302;1280;48,6377
0,0384181;1281;48,6737
0,0349001;1282;48,7121
0,0328166;1283;48,747
0,0328313;1284;48,7798
0,0342555;1285;48,8127
0,0325919;1286;48,8469
0,0331667;1287;48,8795
0,0332452;1288;48,9127
0,0354148;1289;48,9459
0,039056;1290;48,9813
0,0516124;1291;49,0204
0,0464043;1292;49,072
0,044287;1293;49,1184
0,0325667;1294;49,1627
0,0320988;1295;49,1953
0,037036;1296;49,2274
0,0383716;1297;49,2644
0,0348067;1298;49,3028
0,0346517;1299;49,3376
0,0345251;1300;49,3722
0,0366146;1301;49,4068
0,0432024;1302;49,4434
0,0363214;1303;49,4866
0,0327709;1304;49,5229
0,0332392;1305;49,5557
0,0346414;1306;49,5889
0,0384456;1307;49,6236
0,0381136;1308;49,662
0,035148;1309;49,7001
0,0331695;1310;49,7353
0,0341589;1311;49,7684
0,0331161;1312;49,8026
0,0327716;1313;49,8357
0,0331426;1314;49,8685
0,0355583;1315;49,9016
0,0325053;1316;49,9372
0,0366179;1317;49,9697
0,0384426;1318;50,0063
0,0359909;1319;50,0447
0,0417767;1320;50,0807
0,0384946;1321;50,1225
0,032026;1322;50,161
0,0325213;1323;50,193
0,0319474;1324;50,2256
0,0320689;1325;50,2575
0,0329398;1326;50,2896
0,0335583;1327;50,3225
0,0312097;1328;50,3561
0,0639829;1329;50,3873
0,0306584;1330;50,4513
0,0409816;1331;50,4819
0,0476358;1332;50,5229
0,0311885;1333;50,5705
0,0301785;1334;50,6017
0,0323875;1335;50,6319
0,0322335;1336;50,6643
0,0341942;1337;50,6965
0,0334477;1338;50,7307
0,0334723;1339;50,7642
0,0308372;1340;50,7976
0,0312898;1341;50,8285
0,0315278;1342;50,8598
0,0308649;1343;50,8913
0,0312031;1344;50,9222
0,0325235;1345;50,9534
0,0311175;1346;50,9859
0,0321482;1347;51,017
0,0400671;1348;51,0491
0,0346348;1349;51,0892
0,0327146;1350;51,1238
0,034029;1351;51,1566
0,0366908;1352;51,1906
0,0328013;1353;51,2273
0,0320777;1354;51,2601
0,0317435;1355;51,2922
0,0322031;1356;51,3239
0,0593086;1357;51,3561
0,0605351;1358;51,4154
0,0616178;1359;51,4759
0,0392227;1360;51,5376
0,0350498;1361;51,5768
0,0526841;1362;51,6118
0,0376029;1363;51,6645
0,0344103;1364;51,7021
0,0524292;1365;51,7365
0,0915973;1366;51,789
0,0398668;1367;51,8806
0,0419989;1368;51,9204
0,0403035;1369;51,9624
0,0820829;1370;52,0027
0,0448764;1371;52,0848
0,0522173;1372;52,1297
0,0330326;1373;52,1819
0,0329549;1374;52,2149
0,0476059;1375;52,2479
0,0434966;1376;52,2955
0,0372559;1377;52,339
0,0365704;1378;52,3763
0,0367089;1379;52,4128
0,0433622;1380;52,4495
0,0624237;1381;52,4929
0,06747;1382;52,5553
0,0476919;1383;52,6228
0,038896;1384;52,6705
0,0411141;1385;52,7094
0,040608;1386;52,7505
0,0395576;1387;52,7911
0,0453594;1388;52,8307
0,0347473;1389;52,876
0,0344392;1390;52,9108
0,0391338;1391;52,9452
0,0346404;1392;52,9843
0,0339366;1393;53,019
0,0368939;1394;53,0529
0,0325072;1395;53,0898
0,033456;1396;53,1223
0,0362199;1397;53,1558
0,0381779;1398;53,192
0,0345049;1399;53,2302
0,0365015;1400;53,2647
0,0344761;1401;53,3012
0,0335639;1402;53,3357
0,0356212;1403;53,3692
0,0345737;1404;53,4048
0,0353433;1405;53,4394
0,0357908;1406;53,4748
0,0362983;1407;53,5105
0,0356699;1408;53,5468
0,0359413;1409;53,5825
0,040488;1410;53,6185
0,0384726;1411;53,6589
0,0397056;1412;53,6974
0,042369;1413;53,7371
0,0369001;1414;53,7795
0,0364607;1415;53,8164
0,0442042;1416;53,8529
0,0490506;1417;53,8971
0,0354754;1418;53,9461
0,0342324;1419;53,9816
0,0395845;1420;54,0158
0,0382659;1421;54,0554
0,0373235;1422;54,0937
0,0372475;1423;54,131
0,0369231;1424;54,1682
0,0394223;1425;54,2052
0,0392002;1426;54,2446
0,035501;1427;54,2838
0,0353795;1428;54,3193
0,0401048;1429;54,3547
0,0422365;1430;54,3948
0,0444806;1431;54,437
0,0472235;1432;54,4815
0,0335826;1433;54,5287
0,03525;1434;54,5623
0,0388283;1435;54,5975
0,0747092;1436;54,6364
0,0500202;1437;54,7111
0,0353095;1438;54,7611
0,0436838;1439;54,7964
0,0389302;1440;54,8401
0,0325697;1441;54,879
0,0410603;1442;54,9116
0,0516442;1443;54,9526
0,046189;1444;55,0043
0,0384061;1445;55,0505
0,0389979;1446;55,0889
0,0329113;1447;55,1279
0,0317847;1448;55,1608
0,0319245;1449;55,1926
0,0385678;1450;55,2245
0,0347812;1451;55,2631
0,0315081;1452;55,2979
0,033865;1453;55,3294
0,0380131;1454;55,3632
0,0452305;1455;55,4012
0,037388;1456;55,4465
0,032704;1457;55,4839
0,0331656;1458;55,5166
0,0423502;1459;55,5497
0,047529;1460;55,5921
0,0382636;1461;55,6396
0,036686;1462;55,6779
0,0368349;1463;55,7146
0,0351401;1464;55,7514
0,0445944;1465;55,7865
0,0384285;1466;55,8311
0,0363876;1467;55,8696
0,0371457;1468;55,9059
0,0373713;1469;55,9431
0,0491519;1470;55,9805
0,160147;1471;56,0296
0,087128;1472;56,1898
0,0406018;1473;56,2769
0,0398658;1474;56,3175
0,0357635;1475;56,3574
0,0336319;1476;56,3931
0,0448813;1477;56,4268
0,08569;1478;56,4716
0,0419473;1479;56,5573
0,0327266;1480;56,5993
0,0336513;1481;56,632
0,0371849;1482;56,6657
0,0696456;1483;56,7028
0,0613224;1484;56,7725
0,0466459;1485;56,8338
0,0339029;1486;56,8805
0,0321728;1487;56,9144
0,0306841;1488;56,9465
0,0336673;1489;56,9772
0,0322996;1490;57,0109
0,0325552;1491;57,0432
0,0334357;1492;57,0757
0,037769;1493;57,1092
0,0340943;1494;57,1469
0,0308688;1495;57,181
0,0310587;1496;57,2119
0,0325697;1497;57,243
0,0354437;1498;57,2755
0,0347838;1499;57,311
0,0332662;1500;57,3458
0,0324101;1501;57,379
0,0325582;1502;57,4114
0,0345371;1503;57,444
0,0361774;1504;57,4785
0,0408173;1505;57,5147
0,0380173;1506;57,5555
0,0362086;1507;57,5935
0,0355118;1508;57,6298
0,0327675;1509;57,6653
0,0313722;1510;57,698
0,0351325;1511;57,7294
0,0377397;1512;57,7645
0,0345015;1513;57,8023
0,0355969;1514;57,8368
0,0355587;1515;57,8724
0,0347681;1516;57,9079
0,0365743;1517;57,9427
0,0364255;1518;57,9793
0,0368698;1519;58,0157
0,0342259;1520;58,0526
0,0343171;1521;58,0868
0,0321013;1522;58,1211
0,0330849;1523;58,1532
0,047654;1524;58,1863
0,0338846;1525;58,234
0,0316409;1526;58,2678
0,0304792;1527;58,2995
0,0340528;1528;58,33
0,0322579;1529;58,364
0,0325398;1530;58,3963
0,0324266;1531;58,4288
0,0338995;1532;58,4612
0,0359906;1533;58,4951
0,0346122;1534;58,5311
0,0369189;1535;58,5657
0,0364446;1536;58,6027
0,0386833;1537;58,6391
0,0362562;1538;58,6778
0,0338043;1539;58,714
0,0325008;1540;58,7478
0,0333353;1541;58,7803
0,0347736;1542;58,8137
0,033722;1543;58,8485
0,0327344;1544;58,8822
0,0314314;1545;58,9149
0,031317;1546;58,9464
0,0308496;1547;58,9777
0,0329464;1548;59,0085
0,0339926;1549;59,0415
0,0373393;1550;59,0755
0,0324305;1551;59,1128
0,0312705;1552;59,1452
0,0317195;1553;59,1765
0,03131;1554;59,2082
0,0406495;1555;59,2395
0,0353675;1556;59,2802
0,0332267;1557;59,3155
0,031552;1558;59,3488
0,0393926;1559;59,3803
0,0339858;1560;59,4197
0,0344884;1561;59,4537
0,0432016;1562;59,4882
0,038094;1563;59,5314
0,0357501;1564;59,5695
0,0405072;1565;59,6052
0,0386648;1566;59,6457
0,0369718;1567;59,6844
0,035434;1568;59,7214
0,034355;1569;59,7568
0,0336959;1570;59,7912
0,0337974;1571;59,8249
0,0340923;1572;59,8587
0,0345308;1573;59,8928
0,035882;1574;59,9273
0,0337482;1575;59,9632
0,0323708;1576;59,9969
