FrameTime;FrameNr;ElapsedTime
0,0480676;442;18,522
0,0311804;443;18,5701
0,032028;444;18,6012
0,0324562;445;18,6333
0,0351234;446;18,6657
0,0354868;447;18,7008
0,0358881;448;18,7363
0,053399;449;18,7722
0,0407102;450;18,8256
0,0324534;451;18,8663
0,0330405;452;18,8988
0,0312988;453;18,9318
0,0313324;454;18,9631
0,0336096;455;18,9945
0,0511319;456;19,0281
0,0334683;457;19,0792
0,0311692;458;19,1127
0,0303274;459;19,1438
0,0309891;460;19,1742
0,0330841;461;19,2052
0,0319754;462;19,2382
0,0532672;463;19,2702
0,034576;464;19,3235
0,0316393;465;19,3581
0,0315617;466;19,3897
0,0509704;467;19,4213
0,0428419;468;19,4722
0,0800732;469;19,5151
0,0375181;470;19,5951
0,0356564;471;19,6327
0,0361135;472;19,6683
0,042518;473;19,7044
0,0362699;474;19,7469
0,0508593;475;19,7832
0,0308325;476;19,8341
0,0388948;477;19,8649
0,0345264;478;19,9038
0,0318064;479;19,9383
0,0327316;480;19,9701
0,0314914;481;20,0029
0,0392931;482;20,0344
0,0356789;483;20,0737
0,0312334;484;20,1093
0,031404;485;20,1406
0,0333412;486;20,172
0,0358071;487;20,2053
0,0334641;488;20,2411
0,0529803;489;20,2746
0,0331061;490;20,3276
0,033975;491;20,3607
0,0357463;492;20,3946
0,0313644;493;20,4304
0,0310268;494;20,4618
0,0319257;495;20,4928
0,0561036;496;20,5247
0,0339627;497;20,5808
0,0346355;498;20,6148
0,0341587;499;20,6494
0,0353127;500;20,6836
0,0344735;501;20,7189
0,0324183;502;20,7534
0,0538294;503;20,7858
0,0362265;504;20,8396
0,0375615;505;20,8758
0,0489623;506;20,9134
0,0489485;507;20,9623
0,0354917;508;21,0113
0,0547097;509;21,0468
0,0349753;510;21,1015
0,0339674;511;21,1365
0,035743;512;21,1704
0,0362456;513;21,2062
0,0366899;514;21,2424
0,0588213;515;21,2791
0,0351902;516;21,3379
0,0339138;517;21,3731
0,0310946;518;21,407
0,0310759;519;21,4381
0,033738;520;21,4692
0,0324878;521;21,503
0,0524801;522;21,5354
0,0365973;523;21,5879
0,0323366;524;21,6245
0,0361661;525;21,6569
0,0387907;526;21,693
0,0340008;527;21,7318
0,0330055;528;21,7658
0,043762;529;21,7988
0,0313278;530;21,8426
0,033504;531;21,8739
0,0392931;532;21,9074
0,0397922;533;21,9467
0,0461635;534;21,9865
0,0656223;535;22,0327
0,0325743;536;22,0983
0,0380696;537;22,1309
0,0326593;538;22,1689
0,0322266;539;22,2016
0,0333803;540;22,2338
0,0335014;541;22,2672
0,0443866;542;22,3007
0,0319039;543;22,3451
0,0305681;544;22,377
0,0318455;545;22,4076
0,0312004;546;22,4394
0,0314249;547;22,4706
0,0321629;548;22,502
0,0529051;549;22,5342
0,0319687;550;22,5871
0,030888;551;22,6191
0,0315085;552;22,65
0,0313107;553;22,6815
0,0328375;554;22,7128
0,0350446;555;22,7456
0,032211;556;22,7807
0,0428922;557;22,8129
0,0311235;558;22,8558
0,0304743;559;22,8869
0,0307231;560;22,9174
0,0329148;561;22,9481
0,0332206;562;22,981
0,0337569;563;23,0142
0,0528244;564;23,048
0,0384125;565;23,1008
0,0316878;566;23,1392
0,0305274;567;23,1709
0,0328959;568;23,2014
0,0313607;569;23,2343
0,0317608;570;23,2657
0,0527069;571;23,2974
0,0317397;572;23,3501
0,0322445;573;23,3819
0,032135;574;23,4141
0,0317779;575;23,4463
0,0307881;576;23,478
0,0319856;577;23,5088
0,0540722;578;23,5408
0,0324164;579;23,5949
0,0307624;580;23,6273
0,0307914;581;23,6581
0,0317405;582;23,6889
0,0327001;583;23,7206
0,0311414;584;23,7533
0,0327516;585;23,7844
0,0537827;586;23,8172
0,0321669;587;23,871
0,0308896;588;23,9031
0,030866;589;23,934
0,031384;590;23,9649
0,03233;591;23,9963
0,0340454;592;24,0286
0,0598471;593;24,0627
0,0406257;594;24,1225
0,0540371;595;24,1631
0,0371959;596;24,2172
0,0413301;597;24,2544
0,033692;598;24,2957
0,0730465;599;24,3294
0,0325533;600;24,4024
0,0331318;601;24,435
0,0332126;602;24,4681
0,0353587;603;24,5013
0,0359409;604;24,5367
0,0539816;605;24,5726
0,0317504;606;24,6266
0,0535019;607;24,6584
0,0462734;608;24,7119
0,0320039;609;24,7581
0,0305089;610;24,7901
0,0438832;611;24,8206
0,0355306;612;24,8645
0,0317353;613;24,9001
0,0324243;614;24,9318
0,0342803;615;24,9642
0,035882;616;24,9985
0,102054;617;25,0344
0,0980983;618;25,1364
0,080718;619;25,2345
0,0734623;620;25,3153
0,0571406;621;25,3887
0,0387367;622;25,4459
0,034208;623;25,4846
0,0350599;624;25,5188
0,0357053;625;25,5539
0,0703547;626;25,5896
0,0323929;627;25,6599
0,0366588;628;25,6923
0,0360689;629;25,729
0,033619;630;25,765
0,0376735;631;25,7987
0,0951369;632;25,8363
0,100949;633;25,9315
0,0526484;634;26,0324
0,0594602;635;26,0851
0,0306928;636;26,1445
0,030558;637;26,1752
0,031811;638;26,2058
0,0333211;639;26,2376
0,0337567;640;26,2709
0,0343277;641;26,3047
0,0637483;642;26,339
0,0342928;643;26,4027
0,0336879;644;26,437
0,0346524;645;26,4707
0,0370217;646;26,5054
0,0310669;647;26,5424
0,0315571;648;26,5735
0,0716578;649;26,605
0,108438;650;26,6767
0,0482452;651;26,7851
0,0621869;652;26,8334
0,0327761;653;26,8955
0,0327383;654;26,9283
0,0371352;655;26,9611
0,0331815;656;26,9982
0,0323755;657;27,0314
0,0355298;658;27,0638
0,045713;659;27,0993
0,0307391;660;27,145
0,0329587;661;27,1757
0,0368287;662;27,2087
0,0386041;663;27,2455
0,0404489;664;27,2841
0,0330484;665;27,3246
0,0616551;666;27,3576
0,0421096;667;27,4193
0,0337122;668;27,4614
0,0334711;669;27,4951
0,0327359;670;27,5286
0,0352543;671;27,5613
0,0732526;672;27,5966
0,0355447;673;27,6698
0,0390207;674;27,7054
0,0340191;675;27,7444
0,0330234;676;27,7784
0,0349345;677;27,8114
0,0638096;678;27,8464
0,0333089;679;27,9102
0,0328312;680;27,9435
0,0386833;681;27,9763
0,0405289;682;28,015
0,043344;683;28,0555
0,0514307;684;28,0989
0,0329464;685;28,1503
0,0335933;686;28,1832
0,0369295;687;28,2168
0,0339594;688;28,2538
0,0335098;689;28,2877
0,0327338;690;28,3212
0,0325149;691;28,354
0,0347417;692;28,3865
0,0353825;693;28,4212
0,0487757;694;28,4566
0,0399916;695;28,5054
0,0338378;696;28,5454
0,032964;697;28,5792
0,0343761;698;28,6122
0,0365297;699;28,6466
0,036798;700;28,6831
0,0395182;701;28,7199
0,0349902;702;28,7594
0,0346479;703;28,7944
0,0345451;704;28,829
0,036821;705;28,8636
0,0369778;706;28,9004
0,034965;707;28,9374
0,0327602;708;28,9723
0,0377667;709;29,0051
0,0337913;710;29,0429
0,0357804;711;29,0767
0,0341927;712;29,1124
0,0363755;713;29,1466
0,0324633;714;29,183
0,0338903;715;29,2155
0,0346718;716;29,2494
0,031804;717;29,284
0,0347158;718;29,3158
0,0338861;719;29,3506
0,0338218;720;29,3844
0,0340525;721;29,4183
0,032141;722;29,4523
0,0315363;723;29,4845
0,038171;724;29,516
0,0327067;725;29,5542
0,0307835;726;29,5869
0,0309981;727;29,6177
0,03152;728;29,6487
0,0329473;729;29,6802
0,0328159;730;29,7131
0,034531;731;29,7459
0,0340982;732;29,7805
0,0421328;733;29,8146
0,0382861;734;29,8567
0,0368889;735;29,895
0,0474208;736;29,9319
0,0370538;737;29,9793
0,0352394;738;30,0163
0,0354144;739;30,0516
0,0418053;740;30,087
0,0323331;741;30,1288
0,0355776;742;30,1611
0,0333005;743;30,1967
0,0322849;744;30,23
0,0332192;745;30,2623
0,0352103;746;30,2955
0,0354112;747;30,3307
0,0344399;748;30,3661
0,0345736;749;30,4006
0,0314052;750;30,4352
0,032107;751;30,4666
0,0335442;752;30,4987
0,0324861;753;30,5322
0,0345356;754;30,5647
0,043371;755;30,5992
0,0396034;756;30,6426
0,0336448;757;30,6822
0,0350242;758;30,7159
0,0329564;759;30,7509
0,0356292;760;30,7838
0,0352859;761;30,8195
0,0340634;762;30,8548
0,0359481;763;30,8888
0,0339877;764;30,9248
0,0331748;765;30,9588
0,0397496;766;30,9919
0,043416;767;31,0317
0,0336898;768;31,0751
0,0326376;769;31,1088
0,0335213;770;31,1414
0,0336883;771;31,1749
0,0314306;772;31,2086
0,0346268;773;31,2401
0,0326422;774;31,2747
0,033997;775;31,3073
0,0349819;776;31,3413
0,0342954;777;31,3763
0,0317077;778;31,4106
0,0361392;779;31,4423
0,032982;780;31,4785
0,0311757;781;31,5114
0,0325059;782;31,5426
0,031508;783;31,5751
0,0320371;784;31,6066
0,0379152;785;31,6387
0,0353153;786;31,6766
0,0319141;787;31,7119
0,0313763;788;31,7438
0,0307172;789;31,7752
0,0323138;790;31,8059
0,0317663;791;31,8382
0,0326788;792;31,87
0,0355932;793;31,9027
0,0320644;794;31,9382
0,0314497;795;31,9703
0,0319822;796;32,0018
0,0307607;797;32,0337
0,0346002;798;32,0645
0,0331921;799;32,0991
0,0319708;800;32,1323
0,0315032;801;32,1643
0,0312784;802;32,1958
0,0319698;803;32,227
0,0314469;804;32,259
0,033462;805;32,2905
0,0316229;806;32,3239
0,034003;807;32,3556
0,036129;808;32,3896
0,0364456;809;32,4257
0,033682;810;32,4621
0,0346853;811;32,4958
0,03361;812;32,5305
0,0317443;813;32,5641
0,0315252;814;32,5959
0,0328412;815;32,6274
0,0312558;816;32,6602
0,0345256;817;32,6915
0,0366317;818;32,726
0,0319415;819;32,7626
0,0340383;820;32,7946
0,0347389;821;32,8286
0,0359373;822;32,8634
0,0340153;823;32,8993
0,0353516;824;32,9333
0,0333056;825;32,9687
0,0336795;826;33,002
0,0322392;827;33,0357
0,0333211;828;33,0679
0,0326317;829;33,1012
0,0326504;830;33,1338
0,0333532;831;33,1665
0,0330829;832;33,1998
0,036103;833;33,2329
0,0319082;834;33,269
0,0328916;835;33,3009
0,0335551;836;33,3338
0,034638;837;33,3674
0,0333393;838;33,402
0,0307596;839;33,4354
0,03139;840;33,4661
0,0308834;841;33,4975
0,0318473;842;33,5284
0,031271;843;33,5602
0,034905;844;33,5915
0,032192;845;33,6264
0,0328658;846;33,6586
0,0332362;847;33,6915
0,0328588;848;33,7247
0,0363513;849;33,7576
0,0340679;850;33,7939
0,0315273;851;33,828
0,0310646;852;33,8595
0,0312701;853;33,8906
0,0315573;854;33,9219
0,0315437;855;33,9534
0,0313287;856;33,985
0,0340539;857;34,0163
0,0386617;858;34,0503
0,0313749;859;34,089
0,0308634;860;34,1204
0,0322074;861;34,1512
0,0315141;862;34,1835
0,0333347;863;34,215
0,0350168;864;34,2483
0,0318768;865;34,2833
0,0318368;866;34,3152
0,0317908;867;34,347
0,0345247;868;34,3788
0,0309079;869;34,4133
0,0343556;870;34,4442
0,0319912;871;34,4786
0,0343232;872;34,5106
0,0317759;873;34,5449
0,0319798;874;34,5767
0,0314443;875;34,6087
0,0345731;876;34,6401
0,0315109;877;34,6747
0,0329398;878;34,7062
0,0340741;879;34,7391
0,0320429;880;34,7732
0,0340186;881;34,8053
0,0329062;882;34,8393
0,0323142;883;34,8722
0,030741;884;34,9045
0,0320716;885;34,9352
0,0364752;886;34,9673
0,0313748;887;35,0038
0,0692877;888;35,0352
0,0632663;889;35,1044
0,0688387;890;35,1677
0,0317441;891;35,2366
0,0331538;892;35,2683
0,0329771;893;35,3015
0,0341853;894;35,3344
0,0318913;895;35,3686
0,0325885;896;35,4005
0,0315768;897;35,4331
0,0343982;898;35,4647
0,0318844;899;35,4991
0,0316376;900;35,531
0,0322945;901;35,5626
0,0331273;902;35,5949
0,0341855;903;35,628
0,0319846;904;35,6622
0,0320155;905;35,6942
0,0336961;906;35,7262
0,0325397;907;35,7599
0,0352373;908;35,7924
0,0320631;909;35,8277
0,0340464;910;35,8597
0,0332002;911;35,8938
0,0321217;912;35,927
0,0320664;913;35,9591
0,0350968;914;35,9912
0,0326966;915;36,0263
0,0357531;916;36,059
0,036161;917;36,0947
0,0329974;918;36,1309
0,0334476;919;36,1639
0,0338094;920;36,1973
0,0334029;921;36,2311
0,0323483;922;36,2645
0,0355123;923;36,2969
0,0382046;924;36,3324
0,0339616;925;36,3706
0,0374834;926;36,4046
0,0366915;927;36,442
0,0331148;928;36,4787
0,0355709;929;36,5118
0,0341727;930;36,5474
0,0350367;931;36,5816
0,0343617;932;36,6166
0,0380866;933;36,651
0,0368243;934;36,6891
0,0331317;935;36,7259
0,0345896;936;36,759
0,0340282;937;36,7936
0,0345476;938;36,8276
0,0345192;939;36,8622
0,0327066;940;36,8967
0,0350558;941;36,9294
0,0322165;942;36,9645
0,0309879;943;36,9967
0,0316283;944;37,0277
0,0340642;945;37,0593
0,0375577;946;37,0934
0,032833;947;37,1309
0,0350406;948;37,1638
0,0343693;949;37,1988
0,033124;950;37,2332
0,032236;951;37,2663
0,033323;952;37,2985
0,031051;953;37,3319
0,0309574;954;37,3629
0,0317334;955;37,3939
0,0351509;956;37,4256
0,0372305;957;37,4607
0,0366405;958;37,498
0,0368541;959;37,5346
0,0371387;960;37,5715
0,031228;961;37,6086
0,031906;962;37,6398
0,0318636;963;37,6717
0,0341231;964;37,7036
0,0365587;965;37,7377
0,0322309;966;37,7743
0,0334747;967;37,8065
0,0324951;968;37,84
0,0319256;969;37,8725
0,0326788;970;37,9044
0,0348424;971;37,9371
0,0418269;972;37,9719
0,0320874;973;38,0138
0,0303879;974;38,0459
0,0343583;975;38,0762
0,0372235;976;38,1106
0,0479066;977;38,1478
0,173748;978;38,1957
0,0617494;979;38,3695
0,0335038;980;38,4312
0,0387095;981;38,4647
0,0316878;982;38,5034
0,0308072;983;38,5351
0,0350719;984;38,5659
0,032993;985;38,601
0,0359384;986;38,634
0,034668;987;38,6699
0,0368945;988;38,7046
0,0314905;989;38,7415
0,0349009;990;38,773
0,0326337;991;38,8079
0,0365232;992;38,8405
0,0347674;993;38,8771
0,0325726;994;38,9118
0,031536;995;38,9444
0,033985;996;38,9759
0,0389642;997;39,0099
0,0337645;998;39,0489
0,0322172;999;39,0826
0,0308016;1000;39,1149
0,030789;1001;39,1457
0,0308176;1002;39,1764
0,0324424;1003;39,2073
0,0311756;1004;39,2397
0,0315489;1005;39,2709
0,0316205;1006;39,3024
0,0320282;1007;39,3341
0,0315673;1008;39,3661
0,0318143;1009;39,3976
0,0332657;1010;39,4295
0,0314328;1011;39,4627
0,0311729;1012;39,4942
0,0313091;1013;39,5253
0,0309338;1014;39,5566
0,0312071;1015;39,5876
0,0320295;1016;39,6188
0,0339926;1017;39,6508
0,0318631;1018;39,6848
0,034344;1019;39,7167
0,0359592;1020;39,751
0,0318526;1021;39,787
0,0317789;1022;39,8188
0,0337042;1023;39,8506
0,0326337;1024;39,8843
0,0314962;1025;39,9169
0,0327707;1026;39,9484
0,0322473;1027;39,9812
0,0327123;1028;40,0135
0,0326402;1029;40,0462
0,0373474;1030;40,0788
0,0335978;1031;40,1161
0,0307676;1032;40,1497
0,0301093;1033;40,1805
0,0308606;1034;40,2106
0,0318763;1035;40,2415
0,0316693;1036;40,2734
0,0327325;1037;40,305
0,0328335;1038;40,3378
0,0366205;1039;40,3706
0,0361326;1040;40,4072
0,0356108;1041;40,4434
0,0327933;1042;40,479
0,0342096;1043;40,5118
0,0340856;1044;40,546
0,0322724;1045;40,5801
0,0327423;1046;40,6123
0,0344776;1047;40,6451
0,0322981;1048;40,6795
0,032412;1049;40,7118
0,0329575;1050;40,7443
0,0319122;1051;40,7772
0,0312976;1052;40,8091
0,0317657;1053;40,8404
0,0312344;1054;40,8722
0,0320021;1055;40,9034
0,0339909;1056;40,9354
0,0336075;1057;40,9694
0,0329235;1058;41,003
0,0316435;1059;41,0359
0,0325443;1060;41,0676
0,0312202;1061;41,1001
0,034183;1062;41,1314
0,0341916;1063;41,1655
0,0310137;1064;41,1997
0,0308108;1065;41,2307
0,0311874;1066;41,2616
0,0314637;1067;41,2927
0,0310973;1068;41,3242
0,0309383;1069;41,3553
0,0335744;1070;41,3862
0,0322093;1071;41,4198
0,0324108;1072;41,452
0,0311861;1073;41,4844
0,0320885;1074;41,5156
0,0323828;1075;41,5477
0,0313268;1076;41,5801
0,0325568;1077;41,6114
0,0325054;1078;41,644
0,0310857;1079;41,6765
0,0318618;1080;41,7076
0,0320736;1081;41,7394
